Vancouver,Max of Vancouver,,Vancouver
250,280.551,,250
286,280.492,,286
286,280.492,,286
286,280.492,,286
280,280.073,,280
280,280.073,,280
280,280.073,,280
291,278.898,,291
291,278.898,,291
291,278.898,,291
298,278.938,,298
298,280.412,,298
297,280.4371696,,297
282,280.2299795,,282
297,280.836,,297
297,280.836,,297
306,280.895,,306
306,280.895,,306
306,280.895,,306
312,280.488,,312
312,280.488,,312
312,280.488,,312
313,280.028,,313
313,280.028,,313
313,280.028,,313
308,279.874,,308
308,279.874,,308
308,279.874,,308
309,279.407,,309
309,279.407,,309
309,279.407,,309
306,279.025,,306
306,279.025,,306
306,279.025,,306
309,279.667,,309
331,279.72,,331
328,279.8658224,,328
306,281.377,,306
306,281.377,,306
306,281.377,,306
305,282.073,,305
305,282.073,,305
305,282.073,,305
312,281.259,,312
312,281.259,,312
312,281.259,,312
317,280.78,,317
317,280.78,,317
317,280.78,,317
325,280.306,,325
325,280.306,,325
325,280.306,,325
357,279.886,,357
357,279.886,,357
357,279.886,,357
11,278.936,,11
11,278.936,,11
19,279.00605,,19
76,279.474,,76
76,279.474,,76
29,279.783,,29
139,280.13,,139
139,280.13,,139
139,280.13,,139
75,280.383,,75
75,280.383,,75
75,280.383,,75
1,280.029,,1
1,280.029,,1
1,280.029,,1
302,279.974,,302
302,279.974,,302
302,279.974,,302
312,279.861,,312
312,279.861,,312
312,279.861,,312
19,279.507,,19
19,279.507,,19
19,279.507,,19
62,279.084,,62
71,279.219,,71
73,279.3083188,,73
92,279.977,,92
114,280.101,,114
114,280.101,,114
182,280.748,,182
187,280.8891744,,187
182,280.748,,182
333,281.189,,333
333,281.189,,333
333,281.189,,333
129,280.288,,129
129,280.288,,129
129,280.288,,129
137,279.834,,137
137,279.834,,137
137,279.834,,137
126,279.584,,126
126,279.584,,126
126,279.584,,126
124,279.201,,124
124,279.201,,124
124,279.201,,124
105,278.764,,105
106,279.14,,106
105,278.764,,105
154,279.461,,154
148,279.2811266,,148
197,279.831,,197
82,280.612,,82
82,280.612,,82
84,280.63164,,84
105,280.775,,105
105,280.775,,105
105,280.775,,105
103,280.135,,103
103,280.135,,103
103,280.135,,103
103,280.135,,103
99,280.251,,99
99,280.251,,99
99,280.251,,99
107,279.983,,107
107,279.983,,107
107,279.983,,107
96,279.182,,96
96,279.182,,96
107,279.114,,107
87,277.6815699,,87
106,278.731,,106
116,279.104,,116
112,278.9535485,,112
116,279.104,,116
113,279.136,,113
113,279.136,,113
113,279.136,,113
114,279.147,,114
114,279.147,,114
114,279.147,,114
73,279.195,,73
73,279.195,,73
73,279.195,,73
41,279.335,,41
41,279.335,,41
41,279.335,,41
41,279.335,,41
311,279.382,,311
311,279.382,,311
322,279.396,,322
322,279.396,,322
322,279.396,,322
333,279.088,,333
93,279.247,,93
93,279.247,,93
337,279.312,,337
99,279.539,,99
337,279.312,,337
102,279.965,,102
95,280.1319683,,95
102,279.965,,102
118,280.525,,118
104,280.7981857,,104
94,280.1540947,,94
64,280.7163333,,64
54,280.0576667,,54
56,279.9535,,56
42,279.11,,42
40,278.821,,40
37,278.7705,,37
35,278.402,,35
33,278.272,,33
23,277.795,,23
23,277.7806667,,23
15,277.4193333,,15
21,276.821,,21
9,276.5386667,,9
10,276.0193333,,10
180,278.197,,180
124,276.7786667,,124
238,278.0573333,,238
184,279.246,,184
353,280.5546667,,353
355,281.7733333,,355
328,280.8369576,,328
338,282.6810516,,338
307,282.166,,307
307,282.166,,307
316,281.397,,316
316,281.397,,316
316,281.397,,316
42,281.202,,42
42,281.202,,42
42,281.202,,42
89,280.579,,89
89,280.579,,89
89,280.579,,89
74,279.861,,74
74,279.861,,74
74,279.861,,74
2,279.048,,2
55,279.338,,55
56,279.3596096,,56
61,279.495,,61
61,279.495,,61
58,279.6806167,,58
40,281.045,,40
40,281.045,,40
40,281.045,,40
358,281.768,,358
358,281.768,,358
358,281.768,,358
3,281.066,,3
3,281.066,,3
3,281.066,,3
19,280.696,,19
19,280.696,,19
19,280.696,,19
264,280.309,,264
204,278.4300132,,204
201,277.8499304,,201
56,273.274,,56
61,272.912,,61
51,272.5135,,51
61,272.1636667,,61
56,271.7773333,,56
90,276.0099835,,90
75,274.4751616,,75
110,278.769,,110
106,279.401,,106
117,279.592,,117
117,279.592,,117
117,279.592,,117
130,279.843,,130
130,279.843,,130
130,279.843,,130
312,279.766,,312
312,279.766,,312
312,279.766,,312
314,279.698,,314
314,279.698,,314
314,279.698,,314
307,279.583,,307
307,279.583,,307
307,279.583,,307
311,279.425,,311
311,279.425,,311
311,279.425,,311
318,279.197,,318
318,279.197,,318
318,279.197,,318
330,279.27,,330
265,278.9229173,,265
332,279.599,,332
316,280.666,,316
312,280.8978647,,312
316,280.666,,316
303,281.457,,303
303,281.457,,303
303,281.3784924,,303
305,280.787,,305
305,280.787,,305
305,280.787,,305
318,280.046,,318
318,280.046,,318
318,280.046,,318
122,279.611,,122
122,279.611,,122
122,279.611,,122
105,278.677,,105
105,278.677,,105
105,278.677,,105
60,277.178,,60
56,277.658,,56
60,277.178,,60
82,278.136,,82
69,278.08,,69
69,278.08,,69
146,279.143,,146
138,279.4365657,,138
146,279.143,,146
185,279.479,,185
185,279.479,,185
185,279.479,,185
334,279.135,,334
334,279.135,,334
334,279.135,,334
356,279.07,,356
356,275.66,,356
356,275.37,,356
59,274.98,,59
60,274.83,,60
80,274.27,,80
70,273.83,,70
81,273.26,,81
80,273.25,,80
90,273.01,,90
80,272.77,,80
80,272.7934162,,80
100,273.63,,100
120,276.27,,120
123,276.4491067,,123
180,279.28,,180
180,279.3898832,,180
240,281.5,,240
240,281.5722222,,240
240,282.15,,240
248,282.0387598,,248
320,281.05,,320
330,280.06,,330
330,279.95,,330
20,277.78,,20
60,277.4,,60
60,277.39,,60
70,276.8,,70
110,276.15,,110
70,275.71,,70
100,275.54,,100
88,275.22,,88
88,275.2,,88
350,275,,350
106,275.02,,106
106,275.02,,106
100,275.8,,100
110,277.7,,110
110,277.7,,110
230,281.24,,230
220,282.02,,220
270,283.11,,270
250,283.68,,250
250,283.91,,250
290,283.85,,290
300,283.06,,300
350,281.3,,350
337,281.2281845,,337
74,279.7,,74
310,279.17,,310
74,278.57,,74
0,278.42,,0
0,277.72,,0
12,277.7037895,,12
310,277.31,,310
257,276.5929822,,257
20,276.45,,20
60,276.6,,60
57,275.9966345,,57
330,277.02,,330
328,277.1772649,,328
310,279.69,,310
309,279.7059636,,309
280,284.08,,280
279,284.0800827,,279
200,285.56,,200
201,285.5646343,,201
290,285.79,,290
290,285.6910794,,290
290,284.36,,290
289,283.8008246,,289
280,281,,280
244,280.8171883,,244
0,279.54,,0
24,279.4785744,,24
309,278.78,,309
330,278.56,,330
309,277.79,,309
270,277.19,,270
229,276.8759579,,229
30,276.53,,30
30,276.3509448,,30
32,275.5159724,,32
120,275.99,,120
260,278.78,,260
249,278.9597319,,249
230,282.22,,230
234,282.6053107,,234
270,285.45,,270
270,285.4691871,,270
252,285.8123392,,252
270,286.69,,270
272,286.6070666,,272
280,286.41,,280
260,282.81,,260
260,282.7945289,,260
312,280.5,,312
273,280.062984,,273
200,279.5,,200
40,278.59,,40
47,278.1696202,,47
330,277.97,,330
353,277.75,,353
305,277.372517,,305
120,277,,120
111,276.7436078,,111
78,275.7648039,,78
80,275.77,,80
67,277.0646301,,67
51,278.7,,51
280,282.85,,280
280,282.9413905,,280
300,285.02,,300
299,285.042011,,299
253,285.3899674,,253
280,285.72,,280
270,285.12,,270
271,284.9513538,,271
290,283.23,,290
296,282.9819893,,296
360,280.53,,360
359,280.3314977,,359
200,279.56,,200
0,278.99,,0
10,278.6891519,,10
140,277.93,,140
124,277.8078629,,124
35,277.11,,35
170,276.88,,170
140,275.87,,140
136,275.8231429,,136
150,275.74,,150
146,276.3835076,,146
132,279.4972538,,132
140,281.78,,140
146,282.0849343,,146
165,283.0304672,,165
130,284.16,,130
172,284.3437658,,172
240,284.64,,240
244,284.4544696,,244
250,284.2,,250
310,281.32,,310
308,281.2262487,,308
251,279.7749832,,251
280,279.39,,280
300,278.86,,300
275,278.5589543,,275
166,277.2484771,,166
183,277.3076387,,183
47,275.6983333,,47
37,275.4586667,,37
49,275.394,,49
31,275.096,,31
36,274.973,,36
36,278.7795,,36
42,277.3466667,,42
43,279.8433333,,43
163,280.5815,,163
125,283.6643333,,125
205,284.9886667,,205
178,284.415,,178
294,286.372,,294
303,286.431,,303
269,284.128,,269
292,284.9743333,,292
272,283.4586667,,272
220,283.301,,220
211,281.3326667,,211
169,280.7223333,,169
314,282.426,,314
299,282.3763694,,299
143,281.84,,143
142,281.8389004,,142
90,281.522,,90
87,281.4988965,,87
50,282.56,,50
50,282.5452512,,50
77,281.9681256,,77
100,282.23,,100
106,282.1835604,,106
113,282.1362802,,113
113,282.2030802,,113
123,282.118,,123
125,282.147,,125
120,282.144,,120
125,282.1836667,,125
122,282.1913333,,122
138,282.603,,138
129,282.476,,129
139,282.753,,139
144,282.469,,144
155,282.933,,155
161,282.836,,161
156,282.556,,156
166,282.52,,166
165,282.301,,165
152,281.768,,152
154,281.6536667,,154
145,281.2253333,,145
139,281.2515,,139
128,280.6716667,,128
121,280.5463333,,121
125,282.5405,,125
114,281.7086667,,114
114,282.9963333,,114
127,282.716,,127
123,284.5263333,,123
131,284.7686667,,131
136,284.8135,,136
146,285.1216667,,146
152,285.2323333,,152
133,284.3935,,133
147,284.8206667,,147
136,284.2983333,,136
100,283.9405,,100
97,283.3633333,,97
70,282.9506667,,70
82,282.2985,,82
41,281.9656667,,41
40,281.3933333,,40
35,281.5725,,35
35,280.7496667,,35
31,280.6783333,,31
33,280.6225,,33
27,280.546,,27
26,280.485,,26
50,282.145,,50
42,281.5103333,,42
57,282.5966667,,57
68,283.308,,68
85,284.5193333,,85
97,285.3556667,,97
97,285.6175,,97
113,286.6453333,,113
117,287.0986667,,117
130,285.747,,130
130,286.802,,130
141,286.052,,141
227,285.2345,,227
212,284.507,,212
272,283.712,,272
132,284.0845,,132
260,282.9003333,,260
186,282.8836667,,186
240,282.415,,240
124,282.549,,124
136,282.231,,136
130,282.0725,,130
147,281.7013333,,147
147,281.4896667,,147
153,282.0915,,153
151,281.6086667,,151
155,281.9393333,,155
166,282.2335,,166
167,282.5763333,,167
176,282.8826667,,176
186,283.013,,186
194,283.378,,194
204,283.567,,204
209,282.5355,,209
221,283.1313333,,221
227,282.5066667,,227
129,282.1225,,129
170,281.4176667,,170
107,280.9533333,,107
162,280.8955,,162
58,280.2956667,,58
74,280.1023333,,74
49,279.9785,,49
78,279.762,,78
66,279.615,,66
61,279.6185,,61
48,279.4213333,,48
41,279.3746667,,41
187,280.4535,,187
129,280.0316667,,129
224,280.7353333,,224
145,280.952,,145
298,281.818,,298
278,282.197,,278
305,281.834,,305
268,282.4603333,,268
280,282.3446667,,280
295,281.25,,295
305,281.4606667,,305
319,280.6923333,,319
293,280.8705,,293
321,279.7866667,,321
308,279.6493333,,308
319,279.543,,319
299,279.3953333,,299
302,279.2786667,,302
176,278.514,,176
222,278.6133333,,222
139,278.0646667,,139
187,277.601,,187
60,277.024,,60
64,276.532,,64
53,279.077,,53
62,277.5726667,,62
56,279.1053333,,56
152,279.6075,,152
112,281.4836667,,112
174,282.3293333,,174
183,282.0705,,183
262,283.2843333,,262
289,283.3936667,,289
118,281.919,,118
211,282.5563333,,211
106,281.6096667,,106
334,280.6055,,334
118,279.678,,118
235,278.693,,235
13,278.5915,,13
243,277.312,,243
134,276.916,,134
195,276.97,,195
29,276.424,,29
34,276.328,,34
32,276.3145,,32
38,276.191,,38
38,276.15,,38
45,278.6085,,45
43,277.7343333,,43
48,279.3596667,,48
102,279.6275,,102
90,281.7053333,,90
128,282.4256667,,128
121,281.843,,121
174,282.9976667,,174
182,282.8493333,,182
160,281.8725,,160
178,282.0003333,,178
166,281.2996667,,166
132,280.797,,132
128,280.0303333,,128
101,279.4616667,,101
113,279.3445,,113
73,278.6253333,,73
73,278.3576667,,73
73,278.391,,73
72,278.023,,72
72,277.956,,72
84,278.5125,,84
79,278.2376667,,79
87,278.5863333,,87
88,279.4175,,88
98,279.6053333,,98
101,280.2756667,,101
116,280.767,,116
115,281.497,,115
126,282.048,,126
142,282.2045,,142
151,282.887,,151
165,283.175,,165
90,282.2675,,90
134,282.954,,134
89,282.445,,89
104,281.8995,,104
39,281.4026667,,39
34,280.8693333,,34
42,281.0315,,42
33,280.2663333,,33
37,280.1966667,,37
37,280.189,,37
42,280.0986667,,42
43,280.0703333,,43
43,280.0325,,43
45,280.0073333,,45
45,279.9726667,,45
49,280.626,,49
48,280.362,,48
51,280.786,,51
41,280.8905,,41
48,281.421,,48
42,281.632,,42
50,281.4185,,50
39,281.771,,39
42,281.699,,42
44,281.5475,,44
47,281.502,,47
49,281.377,,49
45,281.228,,45
49,281.111,,49
47,280.97,,47
52,281.0095,,52
47,280.8083333,,47
49,280.7876667,,49
48,280.7905,,48
52,280.762,,52
52,280.757,,52
77,281.2697759,,77
90,281.52,,90
88,281.784,,88
83,282.146,,83
83,282.146,,83
102,282.478,,102
102,282.478,,102
60,283.22,,60
105,282.936,,105
105,282.936,,105
112,282.8836455,,112
124,282.8003228,,124
122,282.8369997,,122
138,282.7193333,,138
141,282.7216667,,141
144,282.68,,144
146,282.697,,146
149,282.67,,149
164,282.3945,,164
163,282.4503333,,163
173,282.2576667,,173
181,281.778,,181
193,281.681,,193
202,281.297,,202
194,281.1795,,194
208,280.7066667,,208
206,280.5003333,,206
209,281.528,,209
205,280.9103333,,205
206,281.5266667,,206
203,281.2745,,203
205,282.1803333,,205
204,282.2176667,,204
171,281.832,,171
180,282.0103333,,180
158,281.7656667,,158
155,281.524,,155
127,281.2783333,,127
117,281.0356667,,117
114,280.0405,,114
102,280.0486667,,102
97,279.3043333,,97
81,279.193,,81
79,278.2376667,,79
67,277.9153333,,67
63,278.203,,63
48,277.6773333,,48
41,277.7616667,,41
47,277.6195,,47
35,277.7793333,,35
37,277.7126667,,37
49,279.3215,,49
47,278.6963333,,47
56,279.7466667,,56
59,279.9805,,59
70,281.303,,70
75,281.809,,75
72,280.9455,,72
79,281.908,,79
79,281.501,,79
87,281.3745,,87
84,280.874,,84
90,280.654,,90
71,280.3835,,71
85,280.1803333,,85
74,279.9266667,,74
81,279.351,,81
65,279.2046667,,65
66,278.7363333,,66
77,279.1775,,77
75,278.406,,75
83,278.544,,83
69,278.808,,69
84,278.904,,84
77,279.126,,77
85,279.8125,,85
73,279.8796667,,73
76,280.4113333,,76
114,281.044,,114
105,281.542,,105
132,282.141,,132
149,281.8395,,149
179,282.7386667,,179
199,282.7373333,,199
140,280.905,,140
187,281.514,,187
154,280.292,,154
145,280.6835,,145
104,278.9236667,,104
88,278.7773333,,88
89,278.7945,,89
66,278.5936667,,66
61,278.5563333,,61
55,278.6195,,55
51,278.5486667,,51
45,278.5783333,,45
75,278.7135,,75
57,278.708,,57
75,278.808,,75
108,279.7885,,108
121,279.595,,121
149,280.282,,149
149,280.3965,,149
186,281.2743333,,186
196,281.5796667,,196
168,281.696,,168
190,282.0643333,,190
175,282.2436667,,175
174,281.232,,174
154,281.8083333,,154
149,281.1936667,,149
140,281.2655,,140
136,280.422,,136
128,280.265,,128
110,280.1215,,110
106,279.96,,106
91,279.812,,91
93,279.847,,93
72,279.638,,72
68,279.612,,68
69,279.5285,,69
64,279.5216667,,64
63,279.4573333,,63
65,279.927,,65
64,279.6846667,,64
65,279.9763333,,65
74,280.0135,,74
73,280.39,,73
79,280.512,,79
64,280.5115,,64
78,280.6743333,,78
70,280.7146667,,70
75,281.076,,75
63,281.0093333,,63
64,281.2636667,,64
72,281.2665,,72
70,281.6046667,,70
76,281.6913333,,76
92,282.0555,,92
94,282.0496667,,94
106,282.3213333,,106
112,282.3145,,112
127,282.679,,127
134,282.765,,134
102,282.768,,102
123,282.8816667,,123
104,282.9123333,,104
106,283.9405,,106
81,283.6386667,,81
76,284.3343333,,76
93,284.7435,,93
81,285.5346667,,81
91,286.0393333,,91
76,286.112,,76
94,286.7606667,,94
88,286.9773333,,88
67,285.8735,,67
66,286.5303333,,66
50,285.8666667,,50
56,284.831,,56
33,284.2913333,,33
31,283.3796667,,31
36,283.2075,,36
33,282.0493333,,33
35,281.6306667,,35
35,281.4925,,35
39,280.9803333,,39
40,280.7486667,,40
48,281.086,,48
46,280.6646667,,46
52,280.8123333,,52
67,282.9455,,67
69,282.4313333,,69
81,283.9026667,,81
104,284.097,,104
112,285.994,,112
132,286.614,,132
111,286.071,,111
144,287.0786667,,144
137,286.9233333,,137
194,285.5435,,194
166,285.7963333,,166
202,284.8246667,,202
166,285.0585,,166
226,283.685,,226
214,283.517,,214
228,282.511,,228
208,282.6223333,,208
213,281.8956667,,213
203,282.316,,203
214,281.207,,214
208,281.245,,208
240,281.302,,240
222,281.3336667,,222
242,281.3843333,,242
215,282.541,,215
250,282.223,,250
238,283.011,,238
243,282.8615,,243
226,283.962,,226
225,284.125,,225
213,283.1465,,213
216,283.69,,216
208,283.092,,208
184,283.0195,,184
181,282.2463333,,181
162,281.9986667,,162
123,281.768,,123
111,281.5146667,,111
79,281.2783333,,79
109,281.2035,,109
56,280.9133333,,56
66,280.7846667,,66
78,280.6215,,78
87,280.5043333,,87
98,280.3526667,,98
102,280.362,,102
116,280.1566667,,116
122,280.1123333,,122
112,280.8477827,,112
113,281.168,,113
107,281.218,,107
107,281.218,,107
57,282.63,,57
93,281.528,,93
93,282.64,,93
73,281.77,,73
73,281.77,,73
73,281.77,,73
73,281.77,,73
39,282.21,,39
216,282.01,,216
79,282.118,,79
113,281.98,,113
90,281.979,,90
90,281.979,,90
98,282.076,,98
98,282.076,,98
98,282.076,,98
104,282.372,,104
104,282.372,,104
104,281.96,,104
107,281.95,,107
103,282.2202418,,103
90,282.3803333,,90
87,282.9876667,,87
112,283.586,,112
100,284.1963333,,100
116,284.7976667,,116
111,284.74,,111
133,285.561,,133
135,285.723,,135
141,284.7015,,141
142,285.258,,142
147,284.631,,147
151,284.45,,151
156,283.6743333,,156
161,283.3446667,,161
188,282.9775,,188
186,282.6603333,,186
205,282.3056667,,205
207,281.483,,207
232,281.2843333,,232
240,280.6176667,,240
248,280.734,,248
255,279.8063333,,255
262,279.6616667,,262
256,281.022,,256
268,280.3756667,,268
266,281.2343333,,266
264,281.074,,264
262,282.2723333,,262
260,282.4516667,,260
259,281.8965,,259
256,282.3206667,,256
254,282.0103333,,254
251,281.826,,251
249,281.4736667,,249
246,281.2473333,,246
253,280.973,,253
247,280.7626667,,247
250,280.5043333,,250
256,280.439,,256
259,280.1163333,,259
263,279.9866667,,263
260,279.407,,260
267,279.4273333,,267
266,278.9976667,,266
262,278.9055,,262
262,278.3633333,,262
259,278.1586667,,259
248,280.589,,248
248,279.506,,248
240,281.058,,240
258,280.7085,,258
241,282.8943333,,241
251,283.1786667,,251
250,282.89,,250
263,283.3653333,,263
265,283.2676667,,265
257,281.8895,,257
263,282.2186667,,263
258,281.2673333,,258
254,280.2795,,254
249,279.3403333,,249
245,278.3646667,,245
181,278.1715,,181
197,276.935,,197
153,276.481,,153
164,276.4695,,164
101,275.868,,101
94,275.709,,94
85,276.803,,85
78,276.2263333,,78
70,276.9026667,,70
93,278.1705,,93
75,278.6496667,,75
88,279.7203333,,88
114,280.2435,,114
123,281.4966667,,123
145,282.2023333,,145
139,281.5765,,139
170,282.726,,170
174,282.544,,174
156,282.0125,,156
167,281.947,,167
156,281.532,,156
156,281.0205,,156
142,280.6376667,,142
139,280.1583333,,139
104,280.007,,104
111,279.4183333,,111
87,279.1576667,,87
93,279.1435,,93
58,278.8006667,,58
54,278.7043333,,54
60,278.909,,60
52,278.7123333,,52
55,278.8166667,,55
73,279.678,,73
71,279.53,,71
83,280.139,,83
103,278.793,,103
113,280.0536667,,113
130,279.3593333,,130
137,279.479,,137
157,278.5133333,,157
167,278.3616667,,167
192,278.3015,,192
197,278.1193333,,197
217,278.0286667,,217
132,277.009,,132
187,277.228,,187
137,276.518,,137
159,277.431,,159
85,276.18,,85
83,276.552,,83
86,276.451,,86
82,276.9806667,,82
83,277.0373333,,83
88,277.17,,88
88,277.2013333,,88
92,277.3086667,,92
115,278.554,,115
112,278.282,,112
128,279.148,,128
110,279.328,,110
138,280.4226667,,138
132,280.8313333,,132
126,281.0135,,126
119,281.4976667,,119
113,281.7553333,,113
85,280.5945,,85
86,281.325,,86
65,280.637,,65
71,279.267,,71
41,278.8063333,,41
38,277.6636667,,38
36,277.5555,,36
33,276.068,,33
30,275.615,,30
30,275.2645,,30
27,274.7773333,,27
26,274.3926667,,26
22,274.9645,,22
22,274.261,,22
19,274.514,,19
183,277.2235,,183
124,276.6576667,,124
232,278.5483333,,232
148,279.015,,148
320,281.3803333,,320
299,282.3216667,,299
314,282.391,,314
282,283.623,,282
285,283.983,,285
288,282.7115,,288
291,283.6153333,,291
294,282.8876667,,294
304,282.0635,,304
304,281.368,,304
312,280.576,,312
327,279.4045,,327
332,278.739,,332
344,277.694,,344
171,277.4785,,171
245,276.157,,245
133,275.665,,133
230,276.5475,,230
48,275.5973333,,48
76,276.0216667,,76
73,278.593,,73
110,278.3016667,,110
117,280.1573333,,117
134,279.99,,134
138,282.52,,138
152,283.027,,152
169,282.9555,,169
182,283.6553333,,182
198,283.7766667,,198
162,282.322,,162
195,282.9686667,,195
177,282.0393333,,177
138,280.7685,,138
127,279.953,,127
95,278.796,,95
97,278.5925,,97
53,277.1176667,,53
44,276.5963333,,44
39,276.3195,,39
28,275.7166667,,28
22,275.3583333,,22
25,276.0845,,25
16,275.3646667,,16
16,275.7293333,,16
164,279.2625,,164
115,278.571,,115
213,281.048,,213
143,280.9555,,143
297,284.289,,297
283,285.053,,283
293,284.6015,,293
271,285.7706667,,271
273,285.7243333,,273
249,284.113,,249
259,284.5883333,,259
244,283.4986667,,244
259,281.991,,259
234,281.0406667,,234
239,279.6723333,,239
124,279.5295,,124
169,277.7526667,,169
94,277.2013333,,94
150,276.926,,150
32,276.2826667,,32
44,275.9153333,,44
29,276.6775,,29
50,275.9336667,,50
44,276.3193333,,44
86,279.832,,86
64,279.1753333,,64
91,281.6456667,,91
138,281.287,,138
157,284.7003333,,157
197,285.2846667,,197
188,285.0195,,188
244,285.887,,244
251,285.905,,251
226,284.063,,226
244,284.701,,244
229,283.479,,229
162,281.9845,,162
165,280.8533333,,165
116,279.4496667,,116
142,279.5785,,142
67,277.664,,67
68,277.282,,68
71,277.2985,,71
71,276.7836667,,71
74,276.6673333,,74
64,277.292,,64
70,276.9286667,,70
65,277.3063333,,65
94,280.344,,94
77,279.835,,77
94,281.986,,94
152,281.974,,152
157,284.846,,157
201,285.555,,201
188,285.2495,,188
252,286.2966667,,252
258,286.3293333,,258
202,284.883,,202
229,285.4086667,,229
194,284.4553333,,194
163,282.7085,,163
127,282.0196667,,127
94,280.5373333,,94
118,280.8905,,118
66,278.7963333,,66
71,278.5376667,,71
62,278.522,,62
71,278.1823333,,71
66,278.0856667,,66
76,278.951,,76
66,278.5336667,,66
71,279.0783333,,71
108,281.4255,,108
102,281.3693333,,102
128,283.1156667,,128
124,281.6425,,124
160,284.462,,160
167,284.062,,167
144,282.7315,,144
160,282.6416667,,160
147,281.6213333,,147
182,281.919,,182
153,280.4593333,,153
172,280.3176667,,172
168,280.366,,168
195,280.161,,195
198,280.146,,198
221,279.5375,,221
218,279.7203333,,218
234,279.3096667,,234
219,278.9375,,219
246,278.514,,246
241,278.129,,241
232,278.6995,,232
228,277.996,,228
220,278.248,,220
223,278.8365,,223
212,278.9763333,,212
212,279.4526667,,212
219,279.152,,219
216,279.8873333,,216
220,279.8456667,,220
148,280.107,,148
178,279.9643333,,178
132,280.1246667,,132
228,279.6385,,228
134,280.0143333,,134
182,279.7436667,,182
171,279.3135,,171
239,279.096,,239
248,278.719,,248
245,278.43,,245
257,278.0236667,,257
258,277.7053333,,258
247,277.2935,,247
253,277.0063333,,253
246,276.6256667,,246
223,277.561,,223
221,276.7416667,,221
204,277.2383333,,204
206,278.539,,206
182,278.7676667,,182
177,279.8003333,,177
179,278.401,,179
173,280.2443333,,173
172,279.6556667,,172
155,280.062,,155
160,279.1416667,,160
149,279.2163333,,149
148,279.345,,148
133,279.4016667,,133
128,279.5123333,,128
103,278.748,,103
106,279.1503333,,106
88,278.6776667,,88
87,278.7095,,87
63,278.0686667,,63
56,277.9323333,,56
58,277.745,,58
48,277.6256667,,48
48,277.4553333,,48
56,277.7115,,56
52,277.399,,52
57,277.513,,57
66,278.5535,,66
70,278.3586667,,70
78,279.0903333,,78
91,278.447,,91
97,279.637,,97
108,279.452,,108
176,279.463,,176
168,279.2126667,,168
217,279.1583333,,217
176,279.0315,,176
255,279.0013333,,255
244,278.8986667,,244
246,278.7445,,246
231,278.659,,231
229,278.522,,229
256,278.3805,,256
244,278.245,,244
261,278.105,,261
253,277.6765,,253
279,277.6326667,,279
279,277.3003333,,279
281,278.093,,281
281,277.3856667,,281
282,277.8033333,,282
274,279.34,,274
278,279.3846667,,278
273,280.5483333,,273
278,280.4895,,278
270,282.0606667,,270
272,282.4093333,,272
262,282.5045,,262
268,282.9376667,,268
262,283.1173333,,262
263,281.573,,263
254,282.3273333,,254
253,281.3576667,,253
257,280.1285,,257
254,279.2453333,,254
256,278.1026667,,256
253,277.8925,,253
257,276.439,,257
255,275.918,,255
218,275.8755,,218
229,275.195,,229
203,274.993,,203
167,276.2765,,167
145,275.5793333,,145
112,276.3676667,,112
157,278.427,,157
98,278.7916667,,98
117,280.4273333,,117
146,280.2045,,146
162,282.4596667,,162
187,282.8563333,,187
183,282.7445,,183
219,283.3106667,,219
225,283.3683333,,225
215,282.0815,,215
226,282.5873333,,226
221,281.7486667,,221
133,280.178,,133
156,279.5833333,,156
96,278.2566667,,96
130,278.1485,,130
38,276.4156667,,38
41,275.9013333,,41
41,275.667,,41
44,275.0593333,,44
44,274.7316667,,44
38,276.0215,,38
41,275.1546667,,41
36,275.9053333,,36
105,279.036,,105
77,278.9933333,,77
121,281.3306667,,121
140,281.0545,,140
193,284.263,,193
221,284.858,,221
210,284.704,,210
250,285.5486667,,250
252,285.6443333,,252
254,284.524,,254
256,285.025,,256
258,284.31,,258
307,282.583,,307
293,282.2053333,,293
326,280.8156667,,326
148,280.9045,,148
251,279.022,,251
144,278.618,,144
207,278.385,,207
42,277.924,,42
48,277.634,,48
54,278.8855,,54
60,278.0816667,,60
65,278.8193333,,65
93,281.6125,,93
92,281.665,,92
112,283.773,,112
161,283.683,,161
172,286.5236667,,172
212,287.1663333,,212
196,286.776,,196
254,287.763,,254
257,287.717,,257
269,286.7565,,269
268,287.0153333,,268
277,286.3596667,,277
278,284.785,,278
290,284.4356667,,290
293,283.1673333,,293
306,282.3035,,306
307,280.9003333,,307
317,279.9016667,,317
155,279.649,,155
222,278.4016667,,222
118,277.9003333,,118
174,279.4505,,174
16,278.2653333,,16
19,279.1316667,,19
105,281.882,,105
80,282.1203333,,80
138,284.2426667,,138
143,284.131,,143
219,286.998,,219
241,287.631,,241
236,287.2745,,236
268,288.2373333,,268
272,288.2106667,,272
278,286.532,,278
282,287.056,,282
287,285.928,,287
303,284.2345,,303
305,283.295,,305
317,281.79,,317
169,281.9705,,169
234,279.9036667,,234
139,279.5223333,,139
185,279.5965,,185
44,279.0633333,,44
43,278.9856667,,43
36,280.1625,,36
37,279.6666667,,37
33,280.4253333,,33
137,283.117,,137
96,283.2313333,,96
164,285.2786667,,164
148,285.276,,148
245,288.0066667,,245
257,288.6873333,,257
258,288.556,,258
273,289.5073333,,273
278,289.6466667,,278
274,287.7405,,274
282,288.5616667,,282
281,287.3373333,,281
311,285.7825,,311
300,284.6683333,,300
319,283.2236667,,319
181,283.2505,,181
